"(0.26295156478881837, 0.17791534105936685, 0.49996852874755859, -1.0207368850708007, -0.12402061372995377, -0.07336894869804382, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.30114587637003171}"
"(-0.43966150283813477, 0.69626722971598309, -0.53430662155151365, -0.74259821573893237, -0.075609475374221802, -0.072262418270111081, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.26566307856776467, 3: 0}"
"(0.0096373558044433594, 0.93316937128702793, 0.25565056800842284, -0.146943998336792, -0.0045253564603626728, -0.035636031627655031, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.044924292359452243, 3: 0}"
"(-0.18714981079101561, 0.50088415781656903, -0.60215463638305666, -0.87038275400797527, 0.36240050196647644, 0.17248891592025756, 0.0, 0.0)","{0: -0.20268091899176285, 1: 0, 2: 0, 3: 0}"
"(-0.33365163803100584, 0.87660494486490881, -0.51886291503906246, -0.44156014124552412, -0.018140140920877457, -0.023440693318843842, 0.0, 0.0)","{0: 0, 1: -0.19479459514479902, 2: 0, 3: 0}"
"(0.64605045318603516, -0.16082929929097495, 1.0163967132568359, -1.3537535349527996, -0.29646661877632141, -0.44136557579040525, 1.0, 1.0)","{0: 0, 1: -10.0, 2: 0, 3: 0}"
"(0.039363765716552736, 0.96992741266886395, 0.78407077789306645, 0.39365084966023767, -0.042632739990949631, -0.13830622434616088, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.28168696584533448, 3: 0}"
"(0.34245786666870115, 0.090472609202067039, 0.84336557388305666, -0.73318176269531254, -1.2053368091583252, -4.0433643341064451, 1.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -2.3260698234028752}"
"(-0.11653079986572265, 0.68170777002970373, -0.45580010414123534, -0.75324567159016942, 0.22693127393722534, 0.1918976902961731, 0.0, 0.0)","{0: 0, 1: -0.29954588350161931, 2: 0, 3: 0}"
"(0.033664703369140625, 0.96790056864420571, 0.21196141242980956, 0.021317931016286217, -0.048380181193351746, -0.10565338134765626, 0.0, 0.0)","{0: 0, 1: 0.088762678269606113, 2: 0, 3: 0}"
"(0.24680099487304688, 0.038902718226114887, 0.38437240123748778, -1.4820849100748701, -0.41636127233505249, -0.14536623954772948, 0.0, 0.0)","{0: 0.65642483233377791, 1: 0, 2: 0, 3: 0}"
"(-0.20857777595520019, 0.9842260424296061, -0.5339410781860352, -0.10864994525909424, 0.015086092054843903, -0.013214598596096038, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: 0.059836906480521292}"
"(0.10656003952026367, 0.67496719996134436, 0.42205524444580078, -0.80150769551595058, -0.32937487959861755, -0.27870988845825195, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.20436769073508687, 3: 0}"
"(0.49592075347900388, 0.16459875742594399, 0.91161069869995115, -1.2301015218098958, -0.24051959812641144, 0.028873157501220704, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.034936973550087486, 3: 0}"
"(0.88506793975830078, 0.26368485132853187, 1.4854091644287108, -1.2547363281249999, -1.1001613140106201, -0.70300855636596682, 0.0, 0.0)","{0: -0.61343155588300535, 1: 0, 2: 0, 3: 0}"
"(-0.072381401062011713, 0.79758806864420573, -0.3996714115142822, -0.566552480061849, 0.13113550841808319, 0.17436887025833131, 0.0, 0.0)","{0: -0.22206287798552182, 1: 0, 2: 0, 3: 0}"
"(0.078015041351318357, 0.75116463343302409, 0.40636301040649414, -0.6609160741170248, -0.22656682133674622, -0.31816165447235106, 0.0, 0.0)","{0: -0.28990302103217119, 1: 0, 2: 0, 3: 0}"
"(-0.030253887176513672, 0.97319708506266278, -0.5149816036224365, 0.29547516504923504, 0.03372536227107048, 0.13215643167495728, 0.0, 0.0)","{0: 0.019855010711663113, 1: 0, 2: 0, 3: 0}"
"(-0.23608722686767578, 0.38631539980570473, -0.65188531875610356, -0.9923738479614258, 0.40395015478134155, -0.0040606483817100525, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.026013426772604365}"
"(0.77773284912109375, 0.85231915156046545, 0.84350271224975581, -0.79017728169759127, 0.13396164774894714, 0.16378350257873536, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.27954629225574468}"
"(0.32711772918701171, 0.50751009623209631, 0.7944338321685791, -1.0111116409301757, -0.23302219808101654, -0.034753444790840152, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.10355448833007415, 3: 0}"
"(0.05163087844848633, 0.96469717661539711, 0.22932913303375244, -0.079481514294942227, -0.069183848798274994, -0.10312985181808472, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.22820267212096212, 3: 0}"
"(-0.37542428970336916, 0.81130781809488928, -0.5299585342407227, -0.55493036905924487, -0.0335712730884552, -0.090555256605148321, 0.0, 0.0)","{0: 0, 1: -0.2343265413924796, 2: 0, 3: 0}"
"(-0.016811943054199217, 0.91510506312052409, -0.35223684310913084, -0.35556742350260423, 0.033411059528589249, 0.15668401718139649, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.1106833719732207}"
"(-0.059515094757080077, 0.86716175715128574, -0.62650890350341792, -0.57704957326253259, 0.066081449389457703, 0.21840357780456543, 0.0, 0.0)","{0: 0, 1: -0.30145999463042861, 2: 0, 3: 0}"
"(-0.32845115661621094, 0.8832281176249186, -0.53101034164428706, -0.41507342656453455, -0.016968110576272011, 0.025183290243148804, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.044356692886819253}"
"(0.0739323616027832, 0.82265387217203778, 0.27682461738586428, -0.49299437204996749, -0.085811667144298553, -0.044017764925956729, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.14686335665620448, 3: 0}"
"(-0.22956652641296388, 0.4012018267313639, -0.61620039939880367, -0.99342511494954433, 0.40415319800376892, 0.011921205371618272, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.11620996172299158, 3: 0}"
"(0.12927370071411132, 0.77511025110880527, 0.25100440979003907, -0.73679854075113937, -0.19607199728488922, -0.053946918249130248, 0.0, 0.0)","{0: -0.17115923465484287, 1: 0, 2: 0, 3: 0}"
"(0.92744045257568364, 0.60383616129557294, 0.77481956481933589, -0.99452902475992844, 0.26099687814712524, 0.12840079069137572, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.038629129534849656, 3: 0}"
"(0.42224731445312502, 0.77185593287150067, 0.92789678573608403, -0.63922462463378904, -0.35695502161979675, -0.12371978759765626, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.20353834977114671, 3: 0}"
"(0.42585248947143556, 1.1133050028483074, 0.79758782386779781, -0.15807051658630372, -0.1002279594540596, 0.15476425886154174, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.097964755371816536}"
"(-0.23506531715393067, 0.97006779352823891, -0.53251161575317385, -0.24203349749247235, 0.0056844460777938366, -0.018925631046295167, 0.0, 0.0)","{0: -0.079402001842714759, 1: 0, 2: 0, 3: 0}"
"(0.11389741897583008, 0.70944739023844394, 0.3087012767791748, -0.72655137379964208, -0.14305736124515533, -0.069720792770385745, 0.0, 0.0)","{0: -0.17446580842898243, 1: 0, 2: 0, 3: 0}"
"(-0.24605736732482911, 0.51207848230997721, -0.68353424072265623, -1.1224786122639976, 0.41557875275611877, 0.096692728996276858, 0.0, 0.0)","{0: -0.15271763276971342, 1: 0, 2: 0, 3: 0}"
"(0.19024562835693359, 0.95333691279093424, 0.80247688293457031, -0.18642940521240234, -0.14694942533969879, -0.15849156379699708, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.26559871611488844}"
"(-0.020150279998779295, 0.96393156687418613, -0.49850206375122069, 0.3488469123840332, 0.022073699161410332, 0.066225594282150274, 0.0, 0.0)","{0: 0, 1: -0.025962953022545213, 2: 0, 3: 0}"
"(0.14953365325927734, 0.67225523630777995, 0.26503183841705324, -0.95240516662597652, -0.2279098778963089, -0.11249878406524658, 0.0, 0.0)","{0: 0, 1: -0.12039713211335926, 2: 0, 3: 0}"
"(0.18740320205688477, 0.74447203318277988, 0.75116944313049316, -0.73571383158365888, -0.20191530883312225, -0.066126137971878052, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.12931452444799904, 3: 0}"
"(-0.40113844871520998, 0.13436585108439125, -0.84632101058959963, -1.3837149302164715, 0.38058358430862427, -0.063204336166381839, 0.0, 0.0)","{0: -0.21588498168709977, 1: 0, 2: 0, 3: 0}"
"(-0.19308967590332032, 0.48745966593424478, -0.60215139389038086, -0.89705524444580076, 0.37102490663528442, 0.1724880814552307, 0.0, 0.0)","{0: 0, 1: -0.29189598559991609, 2: 0, 3: 0}"
"(0.012163352966308594, 0.91540728251139325, 0.30279641151428222, -0.41986618041992185, -0.019071018323302269, -0.11177055835723877, 0.0, 0.0)","{0: 0, 1: -0.14431053121705292, 2: 0, 3: 0}"
"(0.0034870147705078126, 0.94677963892618811, 0.17021306753158569, 0.19290903409322105, -0.0020220698788762093, 0.00078003848902881141, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: 0.07491358311413461}"
"(0.30851526260375978, 0.15967245737711586, 0.86807680130004883, -1.3121313730875652, -0.9406658411026001, -0.38130030632019041, 0.0, 0.0)","{0: -0.40494610720745072, 1: 0, 2: 0, 3: 0}"
"(-0.13055276870727539, 0.75218201319376621, -0.67420411109924316, -0.75553728739420578, 0.22571854293346405, 0.26616353988647462, 0.0, 0.0)","{0: -0.23041730985771949, 1: 0, 2: 0, 3: 0}"
"(0.89611396789550779, 0.66204252878824865, 0.7992088794708252, -0.97770481109619145, 0.23311391472816467, 0.18284008502960206, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.29960197351686707, 3: 0}"
"(-0.58237786293029781, 0.26560807863871255, -0.49450550079345701, -1.3009927113850912, -0.36016014218330383, -0.083499175310134885, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.26712981949326026}"
"(-0.59708108901977541, 0.20460858980814614, -0.4772775650024414, -1.3858903249104819, -0.37975418567657471, -0.16120924949645996, 0.0, 0.0)","{0: -0.31402949532221669, 1: 0, 2: 0, 3: 0}"
"(0.59771251678466797, -0.05535888036092125, 0.96034955978393555, -1.4107242584228517, -0.26564574241638184, -0.078819483518600464, 0.0, 0.0)","{0: 0, 1: -0.28487639056139913, 2: 0, 3: 0}"
"(0.44230937957763672, 1.107998186747233, 0.82616233825683594, -0.16802991231282555, -0.087964326143264771, 0.12882068157196044, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.10393628399740169}"
"(0.11627702713012696, 0.82644301096598305, 0.26894426345825195, -0.60593617757161455, -0.16764232516288757, -0.12798928022384642, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.29182384750903329}"
"(0.024102306365966795, 0.88708315531412762, 0.31020588874816896, -0.46714585622151694, -0.043796781450510025, -0.1581612467765808, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.074316241744130027, 3: 0}"
"(0.053315353393554685, 0.8189331118265788, 0.34699635505676268, -0.56823870340983074, -0.13005848228931427, -0.24754767417907714, 0.0, 0.0)","{0: 0, 1: -0.19524456493593609, 2: 0, 3: 0}"
"(0.03702058792114258, 0.8580765787760416, 0.32898328304290769, -0.47602739334106448, -0.077381446957588196, -0.20226583480834961, 0.0, 0.0)","{0: -0.24892049293745799, 1: 0, 2: 0, 3: 0}"
"(-0.30311121940612795, 0.21652618090311684, -0.72410130500793457, -1.2188404083251954, 0.42519524693489075, 0.098153352737426758, 0.0, 0.0)","{0: -0.2341653840587469, 1: 0, 2: 0, 3: 0}"
"(0.13519306182861329, 0.96653385798136393, 0.77710065841674802, -0.071860949198404953, -0.10184907913208008, -0.14875984191894531, 0.0, 0.0)","{0: 0, 1: 0.021214772631094662, 2: 0, 3: 0}"
"(0.21793727874755858, 0.69904843012491857, 0.76586413383483887, -0.79013601938883471, -0.21522402763366699, -0.067521405220031736, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.2552461467515626}"
"(0.09747724533081055, 0.20762539545694986, 0.25662765502929685, -1.2569774627685546, -0.38639324903488159, -0.12373634576797485, 0.0, 0.0)","{0: 0, 1: -0.097582737254694407, 2: 0, 3: 0}"
"(0.047235107421874999, 0.96666279474894201, 0.20783481597900391, -0.023644932111104331, -0.061067685484886169, -0.016133211553096771, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.17946173537974905}"
"(0.18931932449340821, 0.396306521097819, 0.28673691749572755, -1.3115725199381512, -0.25397509336471558, -0.15471324920654297, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.23352664723842609}"
"(0.047137355804443358, 0.97619867960611972, 0.78449501991271975, 0.41786270141601561, -0.049689766019582748, -0.14115371704101562, 0.0, 0.0)","{0: 0, 1: 0.10722413002875453, 2: 0, 3: 0}"
"(0.20505504608154296, 0.37802978197733561, 0.42643704414367678, -1.007036336263021, -0.1270250678062439, -0.045277565717697144, 0.0, 0.0)","{0: 0, 1: -0.082170877119415203, 2: 0, 3: 0}"
"(0.0086319923400878899, 0.9029831949869791, 0.16479297876358032, -0.52461910247802734, -0.0076333731412887573, 0.0068376593291759489, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.13797951678536266, 3: 0}"
"(0.015784454345703126, 0.86421871821085605, 0.15016293525695801, -0.54363307952880857, -0.01806238479912281, -0.098602783679962155, 0.0, 0.0)","{0: -0.22158466341737154, 1: 0, 2: 0, 3: 0}"
"(-0.41009349822998048, -0.070318454106648789, -0.80239381790161135, -1.4877305348714194, 0.49624535441398621, 0.077544838190078735, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: 0.68559100451024912}"
"(-0.26649856567382812, 0.45960608164469396, -0.69583268165588374, -1.1784962972005208, 0.42540889978408813, 0.046616917848587035, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.034383894553260921}"
"(0.023732852935791016, 0.95771198908487953, 0.79886460304260254, 0.39614324569702147, -0.026552097871899605, -0.17769205570220947, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.26525109790586499, 3: 0}"
"(-0.19253940582275392, 0.98876953760782871, -0.51640086174011235, -0.057165364424387619, 0.01977352611720562, -0.10503300428390502, 0.0, 0.0)","{0: 0, 1: -0.11028935126184354, 2: 0, 3: 0}"
"(0.9742866516113281, 0.14422045389811194, 1.5650561332702637, -1.4117184956868492, -1.3191457986831665, -0.7364899635314941, 0.0, 0.0)","{0: -0.67232686672381881, 1: 0, 2: 0, 3: 0}"
"(0.26433639526367186, 0.62280388514200846, 0.80202198028564453, -0.85819263458251949, -0.23470640182495117, -0.069120961427688601, 0.0, 0.0)","{0: 0, 1: -0.028028795627724781, 2: 0, 3: 0}"
"(0.2679868698120117, 0.16220150629679359, 0.50905938148498531, -1.0480608622233074, -0.12952634692192078, -0.11011457443237305, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.33700267921222449}"
"(0.044752407073974612, 0.96075916926066074, 0.74381823539733882, 0.15779918034871421, -0.033693674951791763, -0.08050161600112915, 0.0, 0.0)","{0: 0, 1: 0.12022980911188211, 2: 0, 3: 0}"
"(0.025360679626464842, 0.96588650385538732, 0.19660431146621704, 0.059605967998504636, -0.027720455080270767, -0.064515733718872065, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.10480421302465703}"
"(0.3108074188232422, 0.88157597223917639, 0.82195758819580078, -0.45953664779663084, -0.28147676587104797, -0.18770090341567994, 0.0, 0.0)","{0: 0, 1: -0.079929302414706069, 2: 0, 3: 0}"
"(-0.14703769683837892, 1.0009067598978678, -0.48552641868591306, -0.098180143038431811, 0.055634617805480957, -0.023627102375030518, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: 0.099809486827177926}"
"(0.4801968574523926, 0.7101781908671061, 1.0095459938049316, -0.70155951182047527, -0.41617166996002197, -0.25973002910614013, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.36970934080701728}"
"(0.14457321166992188, 0.58918352762858073, 0.31531660556793212, -0.86678167978922527, -0.14333921670913696, 0.052801334857940675, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.22422629946886563, 3: 0}"
"(0.55241432189941408, 0.6268346850077311, 1.1084731101989747, -0.8316400527954102, -0.54372125864028931, -0.37946836948394774, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.35373893679202295, 3: 0}"
"(0.14139366149902344, 0.60218916575113934, 0.31531677246093748, -0.84011440277099614, -0.14597928524017334, 0.052801334857940675, 0.0, 0.0)","{0: -0.10469983368317344, 1: 0, 2: 0, 3: 0}"
"(0.13934154510498048, 0.72690468470255531, 0.25949711799621583, -0.84472770690917964, -0.21031388640403748, -0.089205360412597662, 0.0, 0.0)","{0: 0, 1: -0.11380520960029504, 2: 0, 3: 0}"
"(-0.19784107208251953, 0.98751230875651042, -0.52700176239013674, -0.08378020922342938, 0.016644077375531197, -0.062588965892791754, 0.0, 0.0)","{0: 0, 1: -0.14595129161735929, 2: 0, 3: 0}"
"(-0.45556659698486329, 0.66464739481608071, -0.51350545883178711, -0.71616732279459638, -0.08909289538860321, -0.11091289520263672, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.18144585862813462}"
"(0.92921428680419926, 0.2057317797342936, 1.488502597808838, -1.3402744293212892, -1.207746148109436, -0.74585881233215334, 0.0, 0.0)","{0: -0.65461963274806301, 1: 0, 2: 0, 3: 0}"
"(0.20622968673706055, 0.94653082529703769, 0.8041109085083008, -0.24089980125427246, -0.16581730544567108, -0.16582236289978028, 0.0, 0.0)","{0: 0, 1: -0.015989132980922593, 2: 0, 3: 0}"
"(0.3375669479370117, 1.1288183275858561, 0.79148297309875493, 0.031948910156885786, -0.18729300796985626, 0.12905160188674927, 0.0, 0.0)","{0: 0, 1: 0.17242935382653868, 2: 0, 3: 0}"
"(0.60719318389892574, -0.076887672742207869, 0.94973859786987302, -1.4355579376220704, -0.26735451817512512, -0.034175357222557066, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.025803685403674309, 3: 0}"
"(-0.18434877395629884, 0.65096445719401042, -0.68238115310668945, -0.91935660044352219, 0.33076396584510803, 0.21967997550964355, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.13978675083115763}"
"(0.030531787872314455, 0.87290678660074872, 0.32865369319915771, -0.48612349828084311, -0.057996496558189392, -0.14200683832168579, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.30788942097339872}"
"(0.068440341949462885, 0.83703995386759433, 0.285064697265625, -0.43880182902018233, -0.081409893929958344, -0.07656584978103638, 0.0, 0.0)","{0: 0, 1: -0.14797318560114536, 2: 0, 3: 0}"
"(0.20885391235351564, 0.39063339869181313, 0.63466920852661135, -1.0974226633707682, -0.69307208061218262, -0.36082327365875244, 0.0, 0.0)","{0: -0.29567642175187814, 1: 0, 2: 0, 3: 0}"
"(0.080774307250976562, 0.92943554560343422, 0.23530037403106691, -0.32472769419352221, -0.1149020791053772, -0.033987346291542056, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.16703757803154645, 3: 0}"
"(0.15262784957885742, 0.54668169657389321, 0.53102679252624507, -0.94762725830078121, -0.49919939041137695, -0.3846335172653198, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.38614855211882559}"
"(0.010634613037109376, 0.95675583521525065, 0.1804419994354248, 0.17893546422322593, -0.0093535706400871277, -0.037266349792480467, 0.0, 0.0)","{0: 0.13844428967985609, 1: 0, 2: 0, 3: 0}"
"(-0.065750026702880854, 0.85811558405558264, -0.63650989532470703, -0.60370152791341147, 0.078992247581481934, 0.25823943614959716, 0.0, 0.0)","{0: 0, 1: -0.31485710863693428, 2: 0, 3: 0}"
"(0.13518190383911133, 0.62745371500651037, 0.30982391834259032, -0.81821212768554685, -0.15089498460292816, 0.0089696936309337609, 0.0, 0.0)","{0: 0, 1: -0.071637375492451735, 2: 0, 3: 0}"
"(0.61670989990234371, -0.097999232610066753, 0.95415019989013672, -1.4078932444254559, -0.2699010968208313, -0.05093172788619995, 0.0, 0.0)","{0: -0.37767549103508602, 1: 0, 2: 0, 3: 0}"
"(-0.15181045532226561, 0.99903622309366857, -0.47366771697998045, -0.1245753844579061, 0.052076369524002075, -0.071164953708648684, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.023362319954646868, 3: 0}"
"(-0.41812438964843751, 0.091630751291910784, -0.84632024765014646, -1.437049738566081, 0.37426313757896423, -0.06320500373840332, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.064492228461559206, 3: 0}"
"(-0.57249789237976079, 0.304236847559611, -0.47354235649108889, -1.2523764292399089, -0.34937044978141785, -0.17460654973983764, 0.0, 0.0)","{0: 0, 1: -0.28813307021113971, 2: 0, 3: 0}"
"(-0.07010154724121094, 0.99614144007364902, -0.48275647163391111, 0.12325034936269125, 0.075602740049362183, 0.054379802942275998, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.27284670199792233, 3: 0}"
"(0.72720298767089842, 0.91899033228556315, 0.83518276214599607, -0.6656726201375327, 0.071546629071235657, 0.19089075326919555, 0.0, 0.0)","{0: -0.23548468672183276, 1: 0, 2: 0, 3: 0}"
"(0.17323112487792969, 0.48620911280314127, 0.52184729576110844, -1.050615437825521, -0.57696223258972168, -0.33844172954559326, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.38795566603010334}"
"(0.029532337188720705, 0.96685629526774086, 0.22021131515502929, 0.031650197505950925, -0.037814252078533173, -0.095121198892593378, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.039089699378567676, 3: 0}"
"(-0.1076725959777832, 0.70385466257731122, -0.4102914810180664, -0.76156558990478518, 0.20947352051734924, 0.17347402572631837, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.11724718678588431, 3: 0}"
"(0.07118635177612305, 0.83004685084025065, 0.27682464122772216, -0.46632731755574547, -0.083610795438289642, -0.044017770886421205, 0.0, 0.0)","{0: -0.1817134569375071, 1: 0, 2: 0, 3: 0}"
"(0.20717849731445312, 0.27475219408671059, 0.33121287822723389, -1.3583685557047529, -0.30993646383285522, -0.16310009956359864, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.25433539085230439}"
"(0.57566270828247068, 0.60328026453653971, 1.2100383758544921, -0.78210328420003261, -0.58191066980361938, -0.37431640625000001, 0.0, 0.0)","{0: 0, 1: -0.22167007657242538, 2: 0, 3: 0}"
"(0.086069297790527341, 0.73088722864786781, 0.42998361587524414, -0.66928691864013667, -0.25805172324180603, -0.31160764694213866, 0.0, 0.0)","{0: -0.28333183284159985, 1: 0, 2: 0, 3: 0}"
"(0.17860784530639648, 0.47243652979532874, 0.25921013355255129, -1.2007142384847007, -0.23481693863868713, -0.040118297934532164, 0.0, 0.0)","{0: -0.11859374454515148, 1: 0, 2: 0, 3: 0}"
"(0.099906635284423825, 0.18842592875162759, 0.24664635658264161, -1.2809758504231772, -0.39034858345985413, -0.079106605052948004, 0.0, 0.0)","{0: 0, 1: -0.089107744442242065, 2: 0, 3: 0}"
"(0.059935283660888669, 0.80073414484659833, 0.3471165418624878, -0.62154763539632163, -0.15292201936244965, -0.24768667221069335, 0.0, 0.0)","{0: -0.26392018421441038, 1: 0, 2: 0, 3: 0}"
"(-0.52077264785766597, 0.49378319422403971, -0.46348605155944822, -0.9972373326619467, -0.21631306409835815, -0.22277200222015381, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.2792125573525992}"
"(-0.079959678649902347, 0.99999581019083661, -0.49049868583679201, 0.11549280484517416, 0.078456349670886993, 0.01292136162519455, 0.0, 0.0)","{0: 0.030571342376777014, 1: 0, 2: 0, 3: 0}"
"(0.15205507278442382, 0.65760164896647133, 0.2557863235473633, -0.97746880849202489, -0.23159414529800415, -0.073685371875762934, 0.0, 0.0)","{0: 0, 1: -0.091192932002567673, 2: 0, 3: 0}"
"(-0.31030697822570802, 0.1978641573588053, -0.72410001754760744, -1.2455088297526042, 0.43010291457176208, 0.098153185844421384, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.14282079151984692}"
"(0.15707054138183593, 0.78623266855875651, 0.77024974822998049, -0.63024749755859377, -0.17808647453784943, -0.14329820871353149, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.24211162657132648}"
"(0.18230018615722657, 0.95612202326456708, 0.79081087112426762, -0.15834862391153973, -0.13902556896209717, -0.11077930927276611, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.24350933535328623}"
"(-0.24040002822875978, 0.96603727976481113, -0.53251161575317385, -0.2687002499898275, 0.004738176241517067, -0.018925313651561738, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.067346251971094936, 3: 0}"
"(0.78488235473632817, 0.38533692995707192, 1.4106061935424805, -1.08323605855306, -0.89814859628677368, -0.53482279777526853, 0.0, 0.0)","{0: -0.48592594450237814, 1: 0, 2: 0, 3: 0}"
"(0.062474822998046874, 0.98807955423990879, 0.77042465209960942, 0.40025987625122073, -0.059597969055175781, -0.10199524164199829, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.083664411241169329, 3: 0}"
"(0.10687980651855469, 0.12856698671976724, 0.23036048412322999, -1.3564762115478515, -0.39313352108001709, -0.0058449737727642058, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.18281679509545359}"
"(0.29804334640502927, 0.066302878061930318, 0.41394052505493162, -1.0347990036010741, -0.15483799576759338, 0.17999473810195923, 1.0, 0.0)","{0: 0, 1: 0, 2: 0.96992558198128165, 3: 0}"
"(0.03383283615112305, 0.86520968119303387, 0.33945882320404053, -0.51352574030558273, -0.067269071936607361, -0.18546884059906005, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.30818792221569541, 3: 0}"
"(0.18812456130981445, 1.069470125834147, 0.84342145919799805, 0.35091743469238279, -0.14095433056354523, -0.094693696498870855, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.098391158209321261}"
"(0.05482206344604492, 0.9820727411905924, 0.77332129478454592, 0.39143664042154952, -0.054498687386512756, -0.096186929941177363, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.15999085811358385, 3: 0}"
"(0.054090118408203124, 0.96369925181070959, 0.2503108263015747, -0.06674033006032308, -0.073522463440895081, -0.086772292852401733, 0.0, 0.0)","{0: -0.11200046867866149, 1: 0, 2: 0, 3: 0}"
"(0.040522098541259766, 0.89514208475748691, 0.2885842561721802, -0.32727305094401049, -0.053082816302776337, -0.06126874089241028, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.13189437231006423, 3: 0}"
"(0.19809989929199218, 0.33604665438334147, 0.30519003868103028, -1.3549205780029296, -0.28467687964439392, -0.20714416503906249, 0.0, 0.0)","{0: 0, 1: -0.14313486417553622, 2: 0, 3: 0}"
"(-0.17699069976806642, 0.99116621653238934, -0.512835168838501, -0.10077819029490154, 0.035194374620914459, -0.10738856792449951, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.13199514938174103, 3: 0}"
"(0.9737340927124023, 0.51549359003702799, 0.7457983016967773, -0.98225434621175145, 0.29882329702377319, 0.15987558364868165, 0.0, 0.0)","{0: -0.29060730880542568, 1: 0, 2: 0, 3: 0}"
"(-0.0057750701904296878, 0.93407450358072919, -0.58496432304382329, -0.43594455718994141, 0.0066986074671149254, 0.13250310420989991, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.047339352140383428}"
"(0.063283061981201177, 0.79103050867716473, 0.34714982509613035, -0.64823195139567058, -0.1653020977973938, -0.24762384891510009, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.35821063900154387}"
